year,procode,deprivation_peers,patients_peers,attendances_peers,fte_staff_peers,diagnosis_peers,night_beds_peers,day_beds_peers,age_0_15_peers,age_60_74_peers,no_procedure_peers,operating_expenses_peers,urban_peers,sites_peers,sea_distance_peers,mff_payment_index_peers,degree_of_specialisation_peers,student_staff_peers,cc_gs_peers,non_type_1_ae_department_peers,absence_rate_peers,dto_cs_peers,name,postcode,open_date,close_date,MH_trust_flag,catchment_cat,age_00_04_cat,age_05_14_cat,age_15_24_cat,age_25_64_cat,age_65_74_cat,age_75_plus_cat,sex_m_cat,patients_admitted_cat
2012,RTR,27.3,382050,1239980,7431.4,0.17,0.9,0.5,0.08,0.24,0.36,-649430,0.71,68,7.5,1.03,96362.65,0.02,198,1,0.05,1555,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,TS4 3BW,20020401,NA,0,495160,0.05645044,0.101714597,0.131321189,0.520583246,0.105636562,0.084293966,0.508682042,202931
2013,RTR,27.3,382050,1239980,7431.4,0.17,0.9,0.5,0.08,0.24,0.36,-649430,0.71,68,7.5,1.03,96362.65,0.02,198,1,0.05,1555,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,TS4 3BW,20020401,NA,0,497681,0.055149785,0.102248227,0.129506652,0.519505466,0.108392725,0.085197144,0.507833331,206838
2014,RTR,27.3,382050,1239980,7431.4,0.17,0.9,0.5,0.08,0.24,0.36,-649430,0.71,68,7.5,1.03,96362.65,0.02,198,1,0.05,1555,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,TS4 3BW,20020401,NA,0,498318,0.054427093,0.103106851,0.125853371,0.518006574,0.111049571,0.08755654,0.505360031,210729
2015,RTR,27.3,382050,1239980,7431.4,0.17,0.9,0.5,0.08,0.24,0.36,-649430,0.71,68,7.5,1.03,96362.65,0.02,198,1,0.05,1555,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,TS4 3BW,20020401,NA,0,496229,0.054164509,0.103849231,0.123533691,0.515765906,0.113973589,0.088713074,0.503176961,214197
2016,RTR,27.3,382050,1239980,7431.4,0.17,0.9,0.5,0.08,0.24,0.36,-649430,0.71,68,7.5,1.03,96362.65,0.02,198,1,0.05,1555,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,TS4 3BW,20020401,NA,0,495233,0.052966987,0.105213102,0.119529595,0.51689003,0.116048405,0.089351881,0.504152591,214791
2017,RTR,27.3,382050,1239980,7431.4,0.17,0.9,0.5,0.08,0.24,0.36,-649430,0.71,68,7.5,1.03,96362.65,0.02,198,1,0.05,1555,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,TS4 3BW,20020401,NA,0,491087,0.052334922,0.105500655,0.113362805,0.518433597,0.118820087,0.091547933,0.503214298,211996
2018,RTR,27.3,382050,1239980,7431.4,0.17,0.9,0.5,0.08,0.24,0.36,-649430,0.71,68,7.5,1.03,96362.65,0.02,198,1,0.05,1555,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,TS4 3BW,20020401,NA,0,492726,0.05068943,0.104900086,0.109348806,0.520760017,0.121006401,0.093295259,0.503553699,211231
2019,RTR,27.3,382050,1239980,7431.4,0.17,0.9,0.5,0.08,0.24,0.36,-649430,0.71,68,7.5,1.03,96362.65,0.02,198,1,0.05,1555,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,TS4 3BW,20020401,NA,0,492726,0.05068943,0.104900086,0.109348806,0.520760017,0.121006401,0.093295259,0.503553699,211231
2020,RTR,27.3,382050,1239980,7431.4,0.17,0.9,0.5,0.08,0.24,0.36,-649430,0.71,68,7.5,1.03,96362.65,0.02,198,1,0.05,1555,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,TS4 3BW,20020401,NA,0,492726,0.05068943,0.104900086,0.109348806,0.520760017,0.121006401,0.093295259,0.503553699,211231
2021,RTR,27.3,382050,1239980,7431.4,0.17,0.9,0.5,0.08,0.24,0.36,-649430,0.71,68,7.5,1.03,96362.65,0.02,198,1,0.05,1555,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,TS4 3BW,20020401,NA,0,492726,0.05068943,0.104900086,0.109348806,0.520760017,0.121006401,0.093295259,0.503553699,211231
2011,RTV,36.4,44835,91505,3377.8,0.48,0.9,NA,0.2,0.12,1,-187938,0.96,296,10.1,1.05,327.86,0.01,164,0,0.06,428,5 BOROUGHS PARTNERSHIP NHS FOUNDATION TRUST,WA2 8WA,20020401,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,RTV,36.4,44835,91505,3377.8,0.48,0.9,NA,0.2,0.12,1,-187938,0.96,296,10.1,1.05,327.86,0.01,164,0,0.06,428,5 BOROUGHS PARTNERSHIP NHS FOUNDATION TRUST,WA2 8WA,20020401,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,RTV,36.4,44835,91505,3377.8,0.48,0.9,NA,0.2,0.12,1,-187938,0.96,296,10.1,1.05,327.86,0.01,164,0,0.06,428,5 BOROUGHS PARTNERSHIP NHS FOUNDATION TRUST,WA2 8WA,20020401,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,RTV,36.4,44835,91505,3377.8,0.48,0.9,NA,0.2,0.12,1,-187938,0.96,296,10.1,1.05,327.86,0.01,164,0,0.06,428,5 BOROUGHS PARTNERSHIP NHS FOUNDATION TRUST,WA2 8WA,20020401,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,RTV,36.4,44835,91505,3377.8,0.48,0.9,NA,0.2,0.12,1,-187938,0.96,296,10.1,1.05,327.86,0.01,164,0,0.06,428,5 BOROUGHS PARTNERSHIP NHS FOUNDATION TRUST,WA2 8WA,20020401,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,RTV,36.4,44835,91505,3377.8,0.48,0.9,NA,0.2,0.12,1,-187938,0.96,296,10.1,1.05,327.86,0.01,164,0,0.06,428,5 BOROUGHS PARTNERSHIP NHS FOUNDATION TRUST,WA2 8WA,20020401,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,RTV,36.4,44835,91505,3377.8,0.48,0.9,NA,0.2,0.12,1,-187938,0.96,296,10.1,1.05,327.86,0.01,164,0,0.06,428,NORTH WEST BOROUGHS HEALTHCARE NHS FOUNDATION TRUST,WA2 8WA,20020401,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,RTV,36.4,44835,91505,3377.8,0.48,0.9,NA,0.2,0.12,1,-187938,0.96,296,10.1,1.05,327.86,0.01,164,0,0.06,428,NORTH WEST BOROUGHS HEALTHCARE NHS FOUNDATION TRUST,WA2 8WA,20020401,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,RTV,36.4,44835,91505,3377.8,0.48,0.9,NA,0.2,0.12,1,-187938,0.96,296,10.1,1.05,327.86,0.01,164,0,0.06,428,NORTH WEST BOROUGHS HEALTHCARE NHS FOUNDATION TRUST,WA2 8WA,20020401,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,RTV,36.4,44835,91505,3377.8,0.48,0.9,NA,0.2,0.12,1,-187938,0.96,296,10.1,1.05,327.86,0.01,164,0,0.06,428,NORTH WEST BOROUGHS HEALTHCARE NHS FOUNDATION TRUST,WA2 8WA,20020401,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,RTV,36.4,44835,91505,3377.8,0.48,0.9,NA,0.2,0.12,1,-187938,0.96,296,10.1,1.05,327.86,0.01,164,0,0.06,428,NORTH WEST BOROUGHS HEALTHCARE NHS FOUNDATION TRUST,WA2 8WA,20020401,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,RTX,20.9,190885,994605,5613.8,0.2,0.8,1,0.09,0.25,0.42,-408919,0.59,31,10.5,1.03,18295.53,0.02,197,1,0.05,895,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,LA9 7RG,19980401,NA,0,308774,0.051775732,0.103033286,0.136096303,0.505061955,0.106466218,0.097566505,0.481724498,128054
2012,RTX,20.9,190885,994605,5613.8,0.2,0.8,1,0.09,0.25,0.42,-408919,0.59,31,10.5,1.03,18295.53,0.02,197,1,0.05,895,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,LA9 7RG,19980401,NA,0,307409,0.054445381,0.102723082,0.137715552,0.494979002,0.111701349,0.098435635,0.481261121,131692
2013,RTX,20.9,190885,994605,5613.8,0.2,0.8,1,0.09,0.25,0.42,-408919,0.59,31,10.5,1.03,18295.53,0.02,197,1,0.05,895,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,LA9 7RG,19980401,NA,0,303892,0.054993221,0.103359088,0.136558383,0.490082003,0.114833559,0.100173746,0.482414805,134026
2014,RTX,20.9,190885,994605,5613.8,0.2,0.8,1,0.09,0.25,0.42,-408919,0.59,31,10.5,1.03,18295.53,0.02,197,1,0.05,895,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,LA9 7RG,19980401,NA,0,301977,0.055060485,0.103378734,0.136930958,0.485109793,0.117134749,0.102385281,0.483364627,136614
2015,RTX,20.9,190885,994605,5613.8,0.2,0.8,1,0.09,0.25,0.42,-408919,0.59,31,10.5,1.03,18295.53,0.02,197,1,0.05,895,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,LA9 7RG,19980401,NA,0,300698,0.054755935,0.103788519,0.135401632,0.484273258,0.118650606,0.103130051,0.484213397,134774
2016,RTX,20.9,190885,994605,5613.8,0.2,0.8,1,0.09,0.25,0.42,-408919,0.59,31,10.5,1.03,18295.53,0.02,197,1,0.05,895,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,LA9 7RG,19980401,NA,0,299557,0.054200035,0.103432736,0.133607293,0.484515468,0.120424494,0.103819974,0.484705749,134661
2017,RTX,20.9,190885,994605,5613.8,0.2,0.8,1,0.09,0.25,0.42,-408919,0.59,31,10.5,1.03,18295.53,0.02,197,1,0.05,895,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,LA9 7RG,19980401,NA,0,296987,0.05321445,0.103297451,0.130089869,0.487418641,0.120772963,0.105206625,0.484482486,133339
2018,RTX,20.9,190885,994605,5613.8,0.2,0.8,1,0.09,0.25,0.42,-408919,0.59,31,10.5,1.03,18295.53,0.02,197,1,0.05,895,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,LA9 7RG,19980401,NA,0,297000,0.05247138,0.103383838,0.127552189,0.488373737,0.120717172,0.107501684,0.484851852,133021
2019,RTX,20.9,190885,994605,5613.8,0.2,0.8,1,0.09,0.25,0.42,-408919,0.59,31,10.5,1.03,18295.53,0.02,197,1,0.05,895,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,LA9 7RG,19980401,NA,0,297000,0.05247138,0.103383838,0.127552189,0.488373737,0.120717172,0.107501684,0.484851852,133021
2020,RTX,20.9,190885,994605,5613.8,0.2,0.8,1,0.09,0.25,0.42,-408919,0.59,31,10.5,1.03,18295.53,0.02,197,1,0.05,895,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,LA9 7RG,19980401,NA,0,297000,0.05247138,0.103383838,0.127552189,0.488373737,0.120717172,0.107501684,0.484851852,133021
2021,RTX,20.9,190885,994605,5613.8,0.2,0.8,1,0.09,0.25,0.42,-408919,0.59,31,10.5,1.03,18295.53,0.02,197,1,0.05,895,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,LA9 7RG,19980401,NA,0,297000,0.05247138,0.103383838,0.127552189,0.488373737,0.120717172,0.107501684,0.484851852,133021
2011,RV3,25.4,42200,240420,6003.9,0.19,0.9,NA,0.14,0.11,1,-519912,0.95,294,24.6,1.21,-4390.25,0.01,175,0,0.03,817,CENTRAL AND NORTH WEST LONDON NHS FOUNDATION TRUST,NW1 7QY,19990401,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,RV3,25.4,42200,240420,6003.9,0.19,0.9,NA,0.14,0.11,1,-519912,0.95,294,24.6,1.21,-4390.25,0.01,175,0,0.03,817,CENTRAL AND NORTH WEST LONDON NHS FOUNDATION TRUST,NW1 7QY,19990401,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,RV3,25.4,42200,240420,6003.9,0.19,0.9,NA,0.14,0.11,1,-519912,0.95,294,24.6,1.21,-4390.25,0.01,175,0,0.03,817,CENTRAL AND NORTH WEST LONDON NHS FOUNDATION TRUST,NW1 7QY,19990401,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,RV3,25.4,42200,240420,6003.9,0.19,0.9,NA,0.14,0.11,1,-519912,0.95,294,24.6,1.21,-4390.25,0.01,175,0,0.03,817,CENTRAL AND NORTH WEST LONDON NHS FOUNDATION TRUST,NW1 7QY,19990401,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,RV3,25.4,42200,240420,6003.9,0.19,0.9,NA,0.14,0.11,1,-519912,0.95,294,24.6,1.21,-4390.25,0.01,175,0,0.03,817,CENTRAL AND NORTH WEST LONDON NHS FOUNDATION TRUST,NW1 2PL,19990401,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,RV3,25.4,42200,240420,6003.9,0.19,0.9,NA,0.14,0.11,1,-519912,0.95,294,24.6,1.21,-4390.25,0.01,175,0,0.03,817,CENTRAL AND NORTH WEST LONDON NHS FOUNDATION TRUST,NW1 2PL,19990401,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,RV3,25.4,42200,240420,6003.9,0.19,0.9,NA,0.14,0.11,1,-519912,0.95,294,24.6,1.21,-4390.25,0.01,175,0,0.03,817,CENTRAL AND NORTH WEST LONDON NHS FOUNDATION TRUST,NW1 3AX,19990401,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,RV3,25.4,42200,240420,6003.9,0.19,0.9,NA,0.14,0.11,1,-519912,0.95,294,24.6,1.21,-4390.25,0.01,175,0,0.03,817,CENTRAL AND NORTH WEST LONDON NHS FOUNDATION TRUST,NW1 3AX,19990401,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,RV3,25.4,42200,240420,6003.9,0.19,0.9,NA,0.14,0.11,1,-519912,0.95,294,24.6,1.21,-4390.25,0.01,175,0,0.03,817,CENTRAL AND NORTH WEST LONDON NHS FOUNDATION TRUST,NW1 3AX,19990401,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,RV3,25.4,42200,240420,6003.9,0.19,0.9,NA,0.14,0.11,1,-519912,0.95,294,24.6,1.21,-4390.25,0.01,175,0,0.03,817,CENTRAL AND NORTH WEST LONDON NHS FOUNDATION TRUST,NW1 3AX,19990401,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,RV3,25.4,42200,240420,6003.9,0.19,0.9,NA,0.14,0.11,1,-519912,0.95,294,24.6,1.21,-4390.25,0.01,175,0,0.03,817,CENTRAL AND NORTH WEST LONDON NHS FOUNDATION TRUST,NW1 3AX,19990401,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,RV5,30.4,2865,4350,4375.6,0.04,NA,NA,0.02,0.06,1,-404357,0.91,317,22.2,1.19,-2890.92,0.02,98,0,0.03,713,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,SE5 8AZ,19990401,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,RV5,30.4,2865,4350,4375.6,0.04,NA,NA,0.02,0.06,1,-404357,0.91,317,22.2,1.19,-2890.92,0.02,98,0,0.03,713,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,SE5 8AZ,19990401,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,RV5,30.4,2865,4350,4375.6,0.04,NA,NA,0.02,0.06,1,-404357,0.91,317,22.2,1.19,-2890.92,0.02,98,0,0.03,713,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,SE5 8AZ,19990401,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,RV5,30.4,2865,4350,4375.6,0.04,NA,NA,0.02,0.06,1,-404357,0.91,317,22.2,1.19,-2890.92,0.02,98,0,0.03,713,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,SE5 8AZ,19990401,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,RV5,30.4,2865,4350,4375.6,0.04,NA,NA,0.02,0.06,1,-404357,0.91,317,22.2,1.19,-2890.92,0.02,98,0,0.03,713,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,SE5 8AZ,19990401,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,RV5,30.4,2865,4350,4375.6,0.04,NA,NA,0.02,0.06,1,-404357,0.91,317,22.2,1.19,-2890.92,0.02,98,0,0.03,713,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,SE5 8AZ,19990401,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,RV5,30.4,2865,4350,4375.6,0.04,NA,NA,0.02,0.06,1,-404357,0.91,317,22.2,1.19,-2890.92,0.02,98,0,0.03,713,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,BR3 3BX,19990401,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,RV5,30.4,2865,4350,4375.6,0.04,NA,NA,0.02,0.06,1,-404357,0.91,317,22.2,1.19,-2890.92,0.02,98,0,0.03,713,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,BR3 3BX,19990401,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,RV5,30.4,2865,4350,4375.6,0.04,NA,NA,0.02,0.06,1,-404357,0.91,317,22.2,1.19,-2890.92,0.02,98,0,0.03,713,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,BR3 3BX,19990401,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,RV5,30.4,2865,4350,4375.6,0.04,NA,NA,0.02,0.06,1,-404357,0.91,317,22.2,1.19,-2890.92,0.02,98,0,0.03,713,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,BR3 3BX,19990401,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,RV5,30.4,2865,4350,4375.6,0.04,NA,NA,0.02,0.06,1,-404357,0.91,317,22.2,1.19,-2890.92,0.02,98,0,0.03,713,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,BR3 3BX,19990401,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,RV8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NORTH WEST LONDON HOSPITALS NHS TRUST,HA1 3UJ,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,RV8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NORTH WEST LONDON HOSPITALS NHS TRUST,HA1 3UJ,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,RV8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NORTH WEST LONDON HOSPITALS NHS TRUST,HA1 3UJ,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,RV8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NORTH WEST LONDON HOSPITALS NHS TRUST,HA1 3UJ,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,RV8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NORTH WEST LONDON HOSPITALS NHS TRUST,HA1 3UJ,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,RV8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NORTH WEST LONDON HOSPITALS NHS TRUST,HA1 3UJ,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,RV8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NORTH WEST LONDON HOSPITALS NHS TRUST,HA1 3UJ,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,RV8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NORTH WEST LONDON HOSPITALS NHS TRUST,HA1 3UJ,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,RV8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NORTH WEST LONDON HOSPITALS NHS TRUST,HA1 3UJ,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,RV8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NORTH WEST LONDON HOSPITALS NHS TRUST,HA1 3UJ,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,RV8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NORTH WEST LONDON HOSPITALS NHS TRUST,HA1 3UJ,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,RV9,21.7,10380,16215,2248.9,0.21,0.7,NA,0.15,0.21,0.84,-129761,0.62,207,3.9,1.02,-4703.08,0,176,0,0.05,346,HUMBER NHS FOUNDATION TRUST,HU10 6ED,19991001,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,RV9,21.7,10380,16215,2248.9,0.21,0.7,NA,0.15,0.21,0.84,-129761,0.62,207,3.9,1.02,-4703.08,0,176,0,0.05,346,HUMBER NHS FOUNDATION TRUST,HU10 6ED,19991001,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,RV9,21.7,10380,16215,2248.9,0.21,0.7,NA,0.15,0.21,0.84,-129761,0.62,207,3.9,1.02,-4703.08,0,176,0,0.05,346,HUMBER NHS FOUNDATION TRUST,HU10 6ED,19991001,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,RV9,21.7,10380,16215,2248.9,0.21,0.7,NA,0.15,0.21,0.84,-129761,0.62,207,3.9,1.02,-4703.08,0,176,0,0.05,346,HUMBER NHS FOUNDATION TRUST,HU10 6ED,19991001,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,RV9,21.7,10380,16215,2248.9,0.21,0.7,NA,0.15,0.21,0.84,-129761,0.62,207,3.9,1.02,-4703.08,0,176,0,0.05,346,HUMBER NHS FOUNDATION TRUST,HU10 6ED,19991001,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,RV9,21.7,10380,16215,2248.9,0.21,0.7,NA,0.15,0.21,0.84,-129761,0.62,207,3.9,1.02,-4703.08,0,176,0,0.05,346,HUMBER NHS FOUNDATION TRUST,HU10 6ED,19991001,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,RV9,21.7,10380,16215,2248.9,0.21,0.7,NA,0.15,0.21,0.84,-129761,0.62,207,3.9,1.02,-4703.08,0,176,0,0.05,346,HUMBER TEACHING NHS FOUNDATION TRUST,HU10 6ED,19991001,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,RV9,21.7,10380,16215,2248.9,0.21,0.7,NA,0.15,0.21,0.84,-129761,0.62,207,3.9,1.02,-4703.08,0,176,0,0.05,346,HUMBER TEACHING NHS FOUNDATION TRUST,HU10 6ED,19991001,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,RV9,21.7,10380,16215,2248.9,0.21,0.7,NA,0.15,0.21,0.84,-129761,0.62,207,3.9,1.02,-4703.08,0,176,0,0.05,346,HUMBER TEACHING NHS FOUNDATION TRUST,HU10 6ED,19991001,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,RV9,21.7,10380,16215,2248.9,0.21,0.7,NA,0.15,0.21,0.84,-129761,0.62,207,3.9,1.02,-4703.08,0,176,0,0.05,346,HUMBER TEACHING NHS FOUNDATION TRUST,HU10 6ED,19991001,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,RV9,21.7,10380,16215,2248.9,0.21,0.7,NA,0.15,0.21,0.84,-129761,0.62,207,3.9,1.02,-4703.08,0,176,0,0.05,346,HUMBER TEACHING NHS FOUNDATION TRUST,HU10 6ED,19991001,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,RVJ,18,232015,1156170,7101.9,0.2,0.9,0.5,0.02,0.21,0.44,-573769,0.88,181,5.1,1.08,257557.79,0.03,198,1,0.04,1000,NORTH BRISTOL NHS TRUST,BS16 1JE,19990401,NA,0,456157,0.03431494,0.051854953,0.135780006,0.605734429,0.093410821,0.078904851,0.500562306,167569
2012,RVJ,18,232015,1156170,7101.9,0.2,0.9,0.5,0.02,0.21,0.44,-573769,0.88,181,5.1,1.08,257557.79,0.03,198,1,0.04,1000,NORTH BRISTOL NHS TRUST,BS16 1JE,19990401,NA,0,462447,0.034183377,0.052036233,0.135343077,0.599820087,0.09841344,0.080203786,0.502466229,165620
2013,RVJ,18,232015,1156170,7101.9,0.2,0.9,0.5,0.02,0.21,0.44,-573769,0.88,181,5.1,1.08,257557.79,0.03,198,1,0.04,1000,NORTH BRISTOL NHS TRUST,BS16 1JE,19990401,NA,0,469980,0.047314779,0.050659603,0.131892847,0.587927146,0.102051151,0.080154475,0.504174646,170920
2014,RVJ,18,232015,1156170,7101.9,0.2,0.9,0.5,0.02,0.21,0.44,-573769,0.88,181,5.1,1.08,257557.79,0.03,198,1,0.04,1000,NORTH BRISTOL NHS TRUST,BS16 1JE,19990401,NA,0,461681,0.050623699,0.036289126,0.130824097,0.595040732,0.105341134,0.081881212,0.505777799,174564
2015,RVJ,18,232015,1156170,7101.9,0.2,0.9,0.5,0.02,0.21,0.44,-573769,0.88,181,5.1,1.08,257557.79,0.03,198,1,0.04,1000,NORTH BRISTOL NHS TRUST,BS10 5NB,19990401,NA,0,455513,0.054698768,0.020142125,0.129475997,0.603662245,0.108653321,0.083367544,0.504600308,181081
2016,RVJ,18,232015,1156170,7101.9,0.2,0.9,0.5,0.02,0.21,0.44,-573769,0.88,181,5.1,1.08,257557.79,0.03,198,1,0.04,1000,NORTH BRISTOL NHS TRUST,BS10 5NB,19990401,NA,0,454080,0.051543781,0.002252907,0.130657593,0.619408474,0.111090557,0.085046688,0.504052149,185163
2017,RVJ,18,232015,1156170,7101.9,0.2,0.9,0.5,0.02,0.21,0.44,-573769,0.88,181,5.1,1.08,257557.79,0.03,198,1,0.04,1000,NORTH BRISTOL NHS TRUST,BS10 5NB,19990401,NA,0,462762,0.048902027,4.28E-04,0.128415903,0.623646713,0.1121462,0.086461291,0.501908108,190876
2018,RVJ,18,232015,1156170,7101.9,0.2,0.9,0.5,0.02,0.21,0.44,-573769,0.88,181,5.1,1.08,257557.79,0.03,198,1,0.04,1000,NORTH BRISTOL NHS TRUST,BS10 5NB,19990401,NA,0,472828,0.045386483,3.11E-04,0.128824858,0.626337696,0.111330124,0.087809944,0.502328542,197043
